age,education,marital-status,relationship,sex,income
67, Prof-school, Never-married, Not-in-family, Male, <=50K
28, 1st-4th, Never-married, Own-child, Male, >50K
39, Masters, Divorced, Unmarried, Male, <=50K
41, Some-college, Married-civ-spouse, Not-in-family, Female, <=50K
40, HS-grad, Married-civ-spouse, Husband, Male, <=50K
27, HS-grad, Widowed, Unmarried, Female, >50K
61, 11th, Married-civ-spouse, Husband, Male, <=50K
32, Some-college, Married-civ-spouse, Not-in-family, Male, >50K
52, Prof-school, Separated, Not-in-family, Male, <=50K
42, HS-grad, Married-civ-spouse, Unmarried, Female, <=50K
30, Some-college, Never-married, Husband, Male, <=50K
53, HS-grad, Married-civ-spouse, Husband, Female, >50K
33, HS-grad, Married-civ-spouse, Own-child, Male, <=50K
55, HS-grad, Never-married, Wife, Male, <=50K
38, Bachelors, Never-married, Own-child, Female, <=50K
55, 11th, Never-married, Not-in-family, Female, >50K
44, Prof-school, Never-married, Own-child, Female, >50K
44, Bachelors, Married-civ-spouse, Husband, Female, >50K
36, Assoc-voc, Never-married, Not-in-family, Male, >50K
62, 11th, Divorced, Not-in-family, Female, <=50K
46, Bachelors, Never-married, Husband, Female, >50K
31, HS-grad, Married-civ-spouse, Not-in-family, Male, <=50K
38, HS-grad, Married-civ-spouse, Unmarried, Male, <=50K
20, 11th, Never-married, Unmarried, Male, >50K
28, Some-college, Never-married, Husband, Male, <=50K
43, Some-college, Never-married, Husband, Female, <=50K
28, 12th, Divorced, Not-in-family, Female, >50K
41, HS-grad, Never-married, Husband, Female, >50K
35, Some-college, Never-married, Husband, Male, <=50K
20, 11th, Widowed, Husband, Male, >50K
29, Assoc-voc, Never-married, Not-in-family, Female, <=50K
39, HS-grad, Married-civ-spouse, Unmarried, Male, <=50K
39, HS-grad, Married-civ-spouse, Unmarried, Male, <=50K
39, Bachelors, Married-civ-spouse, Husband, Male, <=50K
44, HS-grad, Never-married, Unmarried, Male, <=50K
43, Some-college, Married-civ-spouse, Husband, Male, >50K
32, Bachelors, Married-civ-spouse, Wife, Male, >50K
55, Bachelors, Separated, Husband, Female, >50K
31, Some-college, Married-civ-spouse, Husband, Male, <=50K
31, Bachelors, Married-civ-spouse, Husband, Female, <=50K
57, Prof-school, Divorced, Unmarried, Female, <=50K
50, 11th, Separated, Husband, Male, <=50K
43, HS-grad, Married-civ-spouse, Husband, Female, <=50K
23, Some-college, Widowed, Not-in-family, Female, <=50K
60, Assoc-voc, Never-married, Not-in-family, Male, >50K
45, Bachelors, Widowed, Husband, Female, <=50K
86, Bachelors, Never-married, Not-in-family, Male, >50K
23, HS-grad, Married-civ-spouse, Unmarried, Female, <=50K
57, HS-grad, Married-civ-spouse, Husband, Male, <=50K
20, Some-college, Never-married, Husband, Male, <=50K
41, Some-college, Married-civ-spouse, Unmarried, Female, <=50K
23, Some-college, Never-married, Husband, Male, >50K
51, HS-grad, Never-married, Not-in-family, Male, <=50K
50, Some-college, Divorced, Own-child, Male, <=50K
41, Doctorate, Divorced, Not-in-family, Male, <=50K
33, Masters, Widowed, Own-child, Male, >50K
17, HS-grad, Married-civ-spouse, Own-child, Male, >50K
44, Masters, Married-civ-spouse, Husband, Male, <=50K
33, 7th-8th, Married-spouse-absent, Not-in-family, Female, <=50K
44, 7th-8th, Separated, Wife, Male, <=50K
55, Bachelors, Never-married, Other-relative, Male, <=50K
65, Bachelors, Married-civ-spouse, Husband, Male, <=50K
54, Some-college, Divorced, Not-in-family, Male, <=50K
20, HS-grad, Never-married, Husband, Male, <=50K
32, Some-college, Married-civ-spouse, Husband, Female, <=50K
48, Bachelors, Married-civ-spouse, Wife, Male, <=50K
24, 1st-4th, Never-married, Own-child, Female, <=50K
37, 11th, Married-civ-spouse, Husband, Female, <=50K
18, HS-grad, Never-married, Wife, Female, >50K
24, HS-grad, Never-married, Own-child, Female, >50K
18, Some-college, Married-civ-spouse, Not-in-family, Male, <=50K
50, Assoc-acdm, Married-civ-spouse, Husband, Female, <=50K
27, Assoc-voc, Married-civ-spouse, Unmarried, Female, <=50K
29, Some-college, Never-married, Husband, Female, <=50K
58, Bachelors, Married-civ-spouse, Own-child, Female, <=50K
43, HS-grad, Divorced, Other-relative, Male, <=50K
20, HS-grad, Divorced, Husband, Male, <=50K
22, HS-grad, Divorced, Unmarried, Male, <=50K
41, Some-college, Never-married, Not-in-family, Male, >50K
41, HS-grad, Never-married, Husband, Male, <=50K
25, 10th, Married-civ-spouse, Husband, Male, >50K
62, Bachelors, Divorced, Not-in-family, Male, >50K
41, HS-grad, Married-civ-spouse, Not-in-family, Male, <=50K
35, HS-grad, Never-married, Own-child, Male, <=50K
39, Some-college, Never-married, Unmarried, Male, <=50K
47, Bachelors, Never-married, Husband, Male, >50K
28, HS-grad, Never-married, Husband, Male, <=50K
33, HS-grad, Never-married, Husband, Male, <=50K
25, Bachelors, Never-married, Not-in-family, Female, <=50K
27, HS-grad, Separated, Husband, Male, >50K
62, HS-grad, Separated, Wife, Male, <=50K
47, HS-grad, Married-civ-spouse, Not-in-family, Male, >50K
36, HS-grad, Never-married, Husband, Male, <=50K
26, Some-college, Married-civ-spouse, Own-child, Male, >50K
29, Bachelors, Married-civ-spouse, Husband, Male, >50K
19, Assoc-acdm, Divorced, Wife, Male, <=50K
31, HS-grad, Never-married, Husband, Male, <=50K
29, Bachelors, Married-civ-spouse, Husband, Female, <=50K
43, 10th, Never-married, Not-in-family, Female, <=50K
32, Bachelors, Married-civ-spouse, Wife, Male, <=50K
26, HS-grad, Never-married, Husband, Male, <=50K
18, Masters, Married-civ-spouse, Not-in-family, Male, >50K
19, HS-grad, Married-civ-spouse, Own-child, Male, >50K
45, Preschool, Divorced, Husband, Male, <=50K
34, 7th-8th, Never-married, Not-in-family, Female, <=50K
37, Prof-school, Married-civ-spouse, Husband, Male, >50K
54, Some-college, Divorced, Own-child, Male, <=50K
73, HS-grad, Divorced, Not-in-family, Female, >50K
27, HS-grad, Married-civ-spouse, Own-child, Female, <=50K
45, Bachelors, Never-married, Husband, Male, <=50K
30, HS-grad, Widowed, Wife, Male, <=50K
17, Some-college, Widowed, Own-child, Male, <=50K
49, Masters, Divorced, Unmarried, Male, <=50K
30, 11th, Married-civ-spouse, Husband, Male, <=50K
31, Some-college, Divorced, Not-in-family, Male, >50K
41, Assoc-acdm, Never-married, Own-child, Male, <=50K
53, HS-grad, Divorced, Wife, Male, <=50K
40, Assoc-voc, Married-civ-spouse, Own-child, Male, >50K
55, 11th, Never-married, Husband, Female, <=50K
29, HS-grad, Married-spouse-absent, Unmarried, Male, >50K
50, Some-college, Divorced, Husband, Female, <=50K
26, Bachelors, Married-civ-spouse, Wife, Male, <=50K
60, 11th, Married-civ-spouse, Wife, Male, <=50K
45, Some-college, Never-married, Not-in-family, Male, <=50K
26, Assoc-voc, Never-married, Husband, Female, >50K
61, Some-college, Never-married, Husband, Male, >50K
46, Bachelors, Married-civ-spouse, Not-in-family, Male, <=50K
30, Bachelors, Never-married, Husband, Female, >50K
27, HS-grad, Married-civ-spouse, Unmarried, Male, >50K
36, Some-college, Never-married, Not-in-family, Male, <=50K
20, HS-grad, Married-civ-spouse, Unmarried, Female, <=50K
24, Assoc-acdm, Separated, Husband, Male, <=50K
34, HS-grad, Married-civ-spouse, Not-in-family, Female, <=50K
33, Bachelors, Married-civ-spouse, Not-in-family, Male, <=50K
35, Some-college, Separated, Not-in-family, Female, <=50K
28, 11th, Never-married, Own-child, Male, <=50K
40, Some-college, Never-married, Unmarried, Male, <=50K
56, HS-grad, Never-married, Own-child, Male, <=50K
23, HS-grad, Married-civ-spouse, Own-child, Female, <=50K
35, Bachelors, Never-married, Husband, Male, <=50K
22, Bachelors, Married-civ-spouse, Husband, Male, <=50K
44, Assoc-voc, Never-married, Own-child, Female, <=50K
32, 5th-6th, Married-civ-spouse, Not-in-family, Female, >50K
42, HS-grad, Married-civ-spouse, Husband, Male, <=50K
25, Some-college, Married-civ-spouse, Unmarried, Male, <=50K
20, 10th, Married-civ-spouse, Unmarried, Male, <=50K
35, 10th, Married-civ-spouse, Unmarried, Male, <=50K
34, HS-grad, Never-married, Own-child, Male, <=50K
62, HS-grad, Never-married, Not-in-family, Male, <=50K
49, HS-grad, Married-civ-spouse, Not-in-family, Female, <=50K
49, HS-grad, Married-civ-spouse, Husband, Male, <=50K
60, HS-grad, Married-civ-spouse, Not-in-family, Female, <=50K
20, HS-grad, Married-civ-spouse, Unmarried, Female, <=50K
41, HS-grad, Divorced, Own-child, Male, <=50K
41, HS-grad, Divorced, Husband, Male, <=50K
66, 11th, Married-civ-spouse, Own-child, Male, <=50K
30, HS-grad, Married-civ-spouse, Own-child, Female, >50K
27, Masters, Married-civ-spouse, Unmarried, Female, >50K
22, Some-college, Never-married, Not-in-family, Male, <=50K
18, Bachelors, Never-married, Husband, Male, <=50K
62, Assoc-acdm, Married-civ-spouse, Husband, Male, <=50K
43, Masters, Married-civ-spouse, Unmarried, Female, <=50K
51, HS-grad, Divorced, Own-child, Female, <=50K
27, HS-grad, Married-spouse-absent, Not-in-family, Female, <=50K
39, Some-college, Married-civ-spouse, Own-child, Female, >50K
18, Bachelors, Married-civ-spouse, Not-in-family, Male, <=50K
38, Some-college, Never-married, Husband, Female, >50K
70, HS-grad, Never-married, Own-child, Male, <=50K
54, HS-grad, Married-civ-spouse, Husband, Male, <=50K
30, Some-college, Married-civ-spouse, Own-child, Male, <=50K
64, HS-grad, Separated, Husband, Male, <=50K
24, Bachelors, Married-civ-spouse, Husband, Female, <=50K
64, Bachelors, Married-civ-spouse, Husband, Male, <=50K
61, HS-grad, Never-married, Not-in-family, Male, >50K
51, HS-grad, Divorced, Husband, Female, <=50K
40, HS-grad, Divorced, Unmarried, Male, <=50K
54, Some-college, Never-married, Other-relative, Female, <=50K
29, HS-grad, Married-civ-spouse, Own-child, Female, <=50K
50, HS-grad, Never-married, Not-in-family, Male, >50K
39, Bachelors, Married-civ-spouse, Own-child, Female, <=50K
17, Bachelors, Divorced, Husband, Female, <=50K
29, HS-grad, Married-civ-spouse, Not-in-family, Female, <=50K
20, 10th, Never-married, Unmarried, Female, <=50K
69, HS-grad, Never-married, Own-child, Female, <=50K
36, Masters, Married-civ-spouse, Husband, Male, >50K
36, Masters, Separated, Husband, Female, >50K
42, HS-grad, Never-married, Husband, Male, >50K
34, HS-grad, Married-civ-spouse, Own-child, Male, <=50K
22, Bachelors, Never-married, Own-child, Female, <=50K
52, Bachelors, Separated, Husband, Female, <=50K
27, Assoc-voc, Married-civ-spouse, Not-in-family, Female, <=50K
36, HS-grad, Divorced, Not-in-family, Male, >50K
26, Assoc-acdm, Married-civ-spouse, Own-child, Female, <=50K
23, Some-college, Married-civ-spouse, Husband, Female, <=50K
55, HS-grad, Never-married, Not-in-family, Male, >50K
65, HS-grad, Never-married, Husband, Male, <=50K
67, HS-grad, Married-civ-spouse, Not-in-family, Male, <=50K
60, 12th, Married-civ-spouse, Not-in-family, Female, >50K
49, HS-grad, Married-civ-spouse, Own-child, Female, <=50K
30, 5th-6th, Married-civ-spouse, Husband, Male, <=50K
22, HS-grad, Married-civ-spouse, Unmarried, Male, <=50K
35, 11th, Married-civ-spouse, Husband, Male, <=50K
26, Some-college, Never-married, Husband, Female, <=50K
20, HS-grad, Married-civ-spouse, Husband, Male, >50K
17, Some-college, Divorced, Own-child, Male, <=50K
45, Bachelors, Married-civ-spouse, Husband, Female, <=50K
17, Bachelors, Married-civ-spouse, Husband, Male, <=50K
46, HS-grad, Married-civ-spouse, Unmarried, Male, >50K
22, HS-grad, Married-civ-spouse, Not-in-family, Male, >50K
22, Some-college, Never-married, Unmarried, Female, <=50K
22, Some-college, Married-civ-spouse, Husband, Male, <=50K
44, HS-grad, Married-civ-spouse, Husband, Male, <=50K
26, 9th, Married-civ-spouse, Husband, Male, <=50K
34, 12th, Never-married, Husband, Female, <=50K
40, Some-college, Married-civ-spouse, Own-child, Female, <=50K
54, HS-grad, Never-married, Husband, Female, >50K
46, HS-grad, Divorced, Wife, Male, <=50K
28, HS-grad, Married-civ-spouse, Own-child, Female, <=50K
23, Doctorate, Married-civ-spouse, Not-in-family, Male, >50K
18, HS-grad, Married-civ-spouse, Not-in-family, Male, >50K
29, Bachelors, Never-married, Husband, Male, <=50K
28, Assoc-acdm, Married-spouse-absent, Husband, Male, >50K
34, Some-college, Never-married, Not-in-family, Male, <=50K
45, Prof-school, Married-civ-spouse, Not-in-family, Male, >50K
45, Some-college, Married-civ-spouse, Husband, Male, <=50K
29, Bachelors, Never-married, Husband, Female, <=50K
34, HS-grad, Never-married, Wife, Male, <=50K
24, Bachelors, Married-civ-spouse, Husband, Male, >50K
51, 5th-6th, Never-married, Husband, Male, <=50K
17, Bachelors, Never-married, Unmarried, Male, >50K
42, Bachelors, Never-married, Unmarried, Male, <=50K
49, Bachelors, Never-married, Not-in-family, Male, <=50K
46, Bachelors, Divorced, Husband, Female, <=50K
28, Prof-school, Never-married, Not-in-family, Male, <=50K
32, HS-grad, Never-married, Not-in-family, Female, <=50K
40, HS-grad, Married-civ-spouse, Own-child, Male, >50K
29, HS-grad, Married-civ-spouse, Own-child, Male, <=50K
32, HS-grad, Never-married, Not-in-family, Male, <=50K
27, HS-grad, Widowed, Husband, Male, >50K
38, HS-grad, Married-civ-spouse, Husband, Male, >50K
17, Some-college, Never-married, Own-child, Female, <=50K
51, Some-college, Never-married, Not-in-family, Female, <=50K
23, Some-college, Never-married, Not-in-family, Male, <=50K
38, Bachelors, Divorced, Husband, Female, >50K
29, Bachelors, Married-civ-spouse, Husband, Female, <=50K
42, Some-college, Divorced, Unmarried, Male, >50K
65, HS-grad, Married-civ-spouse, Not-in-family, Female, <=50K
44, 10th, Married-civ-spouse, Husband, Female, >50K
18, Some-college, Divorced, Husband, Male, >50K
34, HS-grad, Married-civ-spouse, Not-in-family, Female, <=50K
35, HS-grad, Never-married, Husband, Male, <=50K
37, HS-grad, Married-civ-spouse, Husband, Male, <=50K
43, Bachelors, Separated, Husband, Male, <=50K
29, Bachelors, Separated, Husband, Male, <=50K
24, Bachelors, Divorced, Husband, Male, <=50K
34, HS-grad, Married-civ-spouse, Unmarried, Male, <=50K
63, HS-grad, Never-married, Husband, Male, <=50K
24, HS-grad, Widowed, Own-child, Male, >50K
57, Assoc-voc, Never-married, Not-in-family, Male, >50K
39, 9th, Married-civ-spouse, Own-child, Female, <=50K
34, HS-grad, Divorced, Unmarried, Female, <=50K
56, Some-college, Never-married, Unmarried, Male, <=50K
33, Assoc-voc, Never-married, Husband, Female, <=50K
45, Masters, Divorced, Husband, Male, <=50K
34, HS-grad, Never-married, Husband, Male, <=50K
57, 12th, Divorced, Not-in-family, Male, <=50K
42, Assoc-acdm, Married-civ-spouse, Unmarried, Male, <=50K
45, 9th, Married-civ-spouse, Husband, Male, <=50K
28, HS-grad, Never-married, Own-child, Male, <=50K
47, HS-grad, Married-civ-spouse, Husband, Male, <=50K
39, Assoc-voc, Never-married, Husband, Female, <=50K
24, Assoc-acdm, Never-married, Husband, Male, <=50K
23, HS-grad, Married-civ-spouse, Husband, Male, <=50K
51, Masters, Married-civ-spouse, Not-in-family, Female, >50K
61, Bachelors, Never-married, Own-child, Female, <=50K
32, Some-college, Married-civ-spouse, Own-child, Female, <=50K
41, 11th, Married-civ-spouse, Husband, Female, >50K
57, Masters, Married-civ-spouse, Not-in-family, Female, <=50K
33, Some-college, Never-married, Own-child, Male, >50K
64, Bachelors, Never-married, Husband, Male, <=50K
40, Some-college, Married-civ-spouse, Own-child, Female, <=50K
51, HS-grad, Married-civ-spouse, Own-child, Male, >50K
59, HS-grad, Never-married, Wife, Female, <=50K
52, Bachelors, Never-married, Own-child, Male, <=50K
23, Some-college, Divorced, Husband, Male, <=50K
42, HS-grad, Never-married, Husband, Male, <=50K
34, Masters, Married-civ-spouse, Husband, Male, <=50K
20, HS-grad, Married-civ-spouse, Husband, Female, <=50K
32, HS-grad, Married-civ-spouse, Not-in-family, Male, <=50K
29, Some-college, Married-civ-spouse, Other-relative, Male, >50K
52, Bachelors, Married-civ-spouse, Own-child, Male, <=50K
20, Bachelors, Married-civ-spouse, Husband, Male, >50K
62, HS-grad, Never-married, Unmarried, Male, <=50K
34, Bachelors, Never-married, Own-child, Male, <=50K
33, Some-college, Never-married, Not-in-family, Male, <=50K
19, 9th, Never-married, Unmarried, Female, <=50K
27, Bachelors, Divorced, Husband, Male, >50K
34, Bachelors, Married-civ-spouse, Not-in-family, Male, <=50K
63, HS-grad, Never-married, Husband, Female, <=50K
20, HS-grad, Divorced, Husband, Male, >50K
61, Assoc-voc, Never-married, Own-child, Female, <=50K
55, HS-grad, Never-married, Own-child, Male, <=50K
32, Bachelors, Married-civ-spouse, Own-child, Female, <=50K
28, Some-college, Married-civ-spouse, Husband, Male, >50K
27, Bachelors, Married-civ-spouse, Husband, Female, >50K
42, HS-grad, Never-married, Not-in-family, Male, >50K
18, Some-college, Married-civ-spouse, Husband, Male, <=50K
18, Bachelors, Married-civ-spouse, Husband, Male, <=50K
34, Bachelors, Never-married, Husband, Male, <=50K
17, HS-grad, Divorced, Wife, Male, <=50K
30, Some-college, Never-married, Husband, Male, <=50K
24, HS-grad, Married-AF-spouse, Own-child, Male, <=50K
28, Assoc-voc, Never-married, Husband, Male, <=50K
23, HS-grad, Never-married, Husband, Male, <=50K
17, Some-college, Married-civ-spouse, Unmarried, Male, <=50K
20, Assoc-acdm, Married-civ-spouse, Husband, Male, <=50K
40, Some-college, Married-civ-spouse, Own-child, Male, <=50K
66, Some-college, Never-married, Not-in-family, Female, >50K
74, HS-grad, Married-civ-spouse, Husband, Female, <=50K
34, Masters, Married-civ-spouse, Husband, Male, <=50K
23, 10th, Married-civ-spouse, Husband, Female, <=50K
43, HS-grad, Married-civ-spouse, Husband, Female, <=50K
38, HS-grad, Married-civ-spouse, Not-in-family, Male, <=50K
73, 11th, Separated, Husband, Female, <=50K
19, HS-grad, Never-married, Not-in-family, Male, >50K
47, 10th, Never-married, Own-child, Female, <=50K
28, HS-grad, Married-civ-spouse, Not-in-family, Female, <=50K
26, Bachelors, Never-married, Not-in-family, Female, <=50K
43, HS-grad, Never-married, Own-child, Male, <=50K
24, 11th, Never-married, Unmarried, Female, <=50K
44, HS-grad, Married-spouse-absent, Wife, Male, <=50K
37, Bachelors, Never-married, Husband, Male, <=50K
31, 7th-8th, Married-civ-spouse, Husband, Male, >50K
40, HS-grad, Married-civ-spouse, Husband, Male, <=50K
29, Masters, Never-married, Husband, Male, <=50K
43, Some-college, Married-civ-spouse, Own-child, Female, >50K
34, Some-college, Married-civ-spouse, Husband, Male, <=50K
33, Bachelors, Separated, Husband, Male, <=50K
53, Some-college, Never-married, Own-child, Female, >50K
59, Bachelors, Married-civ-spouse, Not-in-family, Male, >50K
18, Some-college, Separated, Unmarried, Male, <=50K
26, 1st-4th, Never-married, Wife, Female, <=50K
29, Assoc-acdm, Married-civ-spouse, Wife, Male, <=50K
50, HS-grad, Never-married, Unmarried, Female, <=50K
74, HS-grad, Never-married, Husband, Female, <=50K
66, HS-grad, Married-spouse-absent, Own-child, Male, <=50K
60, Masters, Married-civ-spouse, Husband, Male, <=50K
28, 7th-8th, Divorced, Unmarried, Female, >50K
75, 9th, Married-civ-spouse, Not-in-family, Male, <=50K
30, Bachelors, Married-civ-spouse, Own-child, Male, <=50K
23, Bachelors, Never-married, Not-in-family, Female, <=50K
63, HS-grad, Never-married, Husband, Male, >50K
26, HS-grad, Never-married, Husband, Male, <=50K
45, Bachelors, Married-civ-spouse, Unmarried, Male, >50K
18, HS-grad, Married-civ-spouse, Own-child, Male, <=50K
49, 5th-6th, Married-civ-spouse, Husband, Female, <=50K
54, Some-college, Never-married, Husband, Male, <=50K
30, HS-grad, Never-married, Wife, Female, >50K
33, HS-grad, Separated, Husband, Male, >50K
34, Bachelors, Divorced, Husband, Male, <=50K
47, Bachelors, Never-married, Unmarried, Male, >50K
27, Bachelors, Married-civ-spouse, Unmarried, Male, <=50K
24, Some-college, Never-married, Unmarried, Male, >50K
31, 12th, Widowed, Own-child, Male, >50K
31, 11th, Never-married, Other-relative, Male, >50K
51, HS-grad, Divorced, Own-child, Male, <=50K
27, HS-grad, Married-civ-spouse, Unmarried, Female, <=50K
38, HS-grad, Never-married, Not-in-family, Male, <=50K
63, Assoc-acdm, Married-civ-spouse, Husband, Male, <=50K
40, HS-grad, Married-civ-spouse, Husband, Male, >50K
54, HS-grad, Married-spouse-absent, Not-in-family, Female, >50K
61, Prof-school, Never-married, Husband, Male, >50K
49, HS-grad, Married-civ-spouse, Own-child, Female, >50K
45, HS-grad, Married-civ-spouse, Not-in-family, Male, <=50K
67, Bachelors, Married-civ-spouse, Unmarried, Female, <=50K
77, Assoc-acdm, Married-civ-spouse, Own-child, Male, <=50K
33, HS-grad, Married-civ-spouse, Not-in-family, Female, <=50K
18, Some-college, Divorced, Own-child, Male, <=50K
28, HS-grad, Never-married, Not-in-family, Male, <=50K
22, HS-grad, Married-civ-spouse, Husband, Male, >50K
33, HS-grad, Married-civ-spouse, Own-child, Male, <=50K
24, Prof-school, Married-civ-spouse, Own-child, Male, >50K
42, HS-grad, Never-married, Own-child, Male, <=50K
33, Some-college, Married-spouse-absent, Husband, Male, <=50K
53, Masters, Never-married, Not-in-family, Male, <=50K
67, HS-grad, Never-married, Husband, Female, <=50K
41, Some-college, Never-married, Husband, Female, <=50K
28, 10th, Married-civ-spouse, Not-in-family, Female, <=50K
40, HS-grad, Never-married, Unmarried, Male, <=50K
56, 11th, Divorced, Husband, Female, <=50K
31, Bachelors, Married-civ-spouse, Not-in-family, Male, <=50K
42, Bachelors, Married-civ-spouse, Not-in-family, Male, <=50K
31, Some-college, Divorced, Unmarried, Male, <=50K
34, Assoc-acdm, Never-married, Unmarried, Male, <=50K
31, Masters, Married-civ-spouse, Not-in-family, Male, >50K
28, Some-college, Married-civ-spouse, Husband, Male, <=50K
36, Bachelors, Never-married, Not-in-family, Male, <=50K
