age,education,marital-status,relationship,sex,income
25,Bachelors,<NULL>,Not-in-family,<NULL>,<NULL>
50,7th-8th,Married-civ-spouse,Husband,Male,<=50K
36,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
31,HS-grad,Divorced,Not-in-family,<NULL>,<NULL>
29,Bachelors,Never-married,Not-in-family,<NULL>,<NULL>
<NULL>,Some-college,Never-married,<NULL>,<NULL>,<=50K
27,Bachelors,<NULL>,Unmarried,<NULL>,<NULL>
65,HS-grad,<NULL>,Husband,Male,<NULL>
37,<NULL>,Divorced,Not-in-family,Female,<=50K
39,Masters,Married-civ-spouse,Wife,<NULL>,<=50K
24,HS-grad,Never-married,Own-child,Male,<=50K
38,<NULL>,<NULL>,Not-in-family,Male,<NULL>
48,Bachelors,Married-civ-spouse,Husband,<NULL>,<NULL>
21,Some-college,Never-married,Not-in-family,<NULL>,<=50K
<NULL>,<NULL>,Married-civ-spouse,Husband,Male,>50K
55,HS-grad,Married-civ-spouse,Husband,Male,>50K
24,Some-college,Married-civ-spouse,Wife,Female,<=50K
43,HS-grad,Divorced,Not-in-family,Female,<=50K
26,<NULL>,Never-married,Not-in-family,<NULL>,<NULL>
46,Assoc-acdm,Never-married,Not-in-family,Female,<=50K
<NULL>,<NULL>,<NULL>,Husband,<NULL>,<NULL>
41,Some-college,Married-civ-spouse,<NULL>,Male,<NULL>
26,Bachelors,Never-married,Not-in-family,<NULL>,<=50K
34,Masters,Married-civ-spouse,Husband,Male,>50K
19,Some-college,Never-married,Own-child,Female,<NULL>
36,Bachelors,Divorced,Not-in-family,Female,<NULL>
22,<NULL>,Never-married,<NULL>,Male,<NULL>
24,<NULL>,Never-married,<NULL>,Male,<=50K
77,Some-college,Married-civ-spouse,Husband,Male,<=50K
22,5th-6th,<NULL>,Other-relative,Female,<NULL>
29,Some-college,Never-married,<NULL>,Female,<=50K
62,<NULL>,Widowed,Not-in-family,Female,<=50K
39,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
43,Some-college,<NULL>,Husband,<NULL>,<NULL>
35,HS-grad,Divorced,Not-in-family,Male,<NULL>
29,11th,Never-married,<NULL>,<NULL>,<NULL>
76,Masters,Married-civ-spouse,Husband,Male,<NULL>
63,<NULL>,<NULL>,Husband,<NULL>,<NULL>
23,Assoc-voc,Never-married,Own-child,Female,<=50K
43,Some-college,Married-civ-spouse,Wife,Female,<NULL>
58,HS-grad,Married-civ-spouse,Husband,Male,<=50K
66,<NULL>,<NULL>,Not-in-family,<NULL>,<=50K
41,<NULL>,Never-married,Not-in-family,<NULL>,<=50K
26,Bachelors,Never-married,<NULL>,<NULL>,<NULL>
47,Assoc-voc,Never-married,Not-in-family,Male,<=50K
55,10th,Married-civ-spouse,Husband,<NULL>,<NULL>
53,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
17,<NULL>,Never-married,Other-relative,Male,<=50K
30,<NULL>,Never-married,Other-relative,<NULL>,<=50K
49,<NULL>,Never-married,Not-in-family,Male,<=50K
19,HS-grad,<NULL>,<NULL>,Male,<=50K
45,<NULL>,Married-civ-spouse,<NULL>,Male,<NULL>
26,Assoc-acdm,<NULL>,Not-in-family,<NULL>,<NULL>
38,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
36,HS-grad,Married-civ-spouse,Husband,<NULL>,>50K
33,HS-grad,Never-married,Not-in-family,Male,<=50K
22,Some-college,<NULL>,<NULL>,Female,<=50K
43,<NULL>,Never-married,Not-in-family,<NULL>,<NULL>
67,11th,Married-civ-spouse,Husband,Male,<NULL>
30,Assoc-voc,Divorced,Unmarried,<NULL>,<=50K
56,Assoc-acdm,Married-spouse-absent,<NULL>,Male,<NULL>
31,Bachelors,Never-married,Own-child,Male,<=50K
33,Bachelors,<NULL>,Husband,Male,>50K
26,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
33,<NULL>,<NULL>,Husband,Male,>50K
46,11th,Married-civ-spouse,Husband,<NULL>,<NULL>
59,<NULL>,Married-civ-spouse,<NULL>,<NULL>,>50K
38,HS-grad,<NULL>,<NULL>,<NULL>,>50K
65,<NULL>,Widowed,Unmarried,Male,<=50K
40,Assoc-voc,Married-civ-spouse,Husband,Male,<NULL>
42,HS-grad,<NULL>,Wife,Female,<NULL>
26,9th,<NULL>,Husband,<NULL>,<NULL>
36,10th,Married-civ-spouse,Wife,Female,<NULL>
62,<NULL>,<NULL>,Husband,Male,<NULL>
43,<NULL>,Married-civ-spouse,Husband,Male,<=50K
43,Bachelors,<NULL>,Not-in-family,Male,>50K
22,HS-grad,Married-spouse-absent,Not-in-family,Male,<=50K
28,<NULL>,Married-civ-spouse,<NULL>,Male,<=50K
56,<NULL>,Married-civ-spouse,Husband,<NULL>,<=50K
22,<NULL>,<NULL>,Not-in-family,Female,<=50K
<NULL>,Bachelors,<NULL>,<NULL>,Female,<NULL>
39,<NULL>,Divorced,Unmarried,Female,<=50K
26,<NULL>,Never-married,<NULL>,<NULL>,<=50K
17,11th,Never-married,Own-child,Male,<=50K
40,Assoc-voc,Married-civ-spouse,Husband,Male,<NULL>
45,<NULL>,Married-civ-spouse,Husband,Male,<=50K
44,HS-grad,Never-married,<NULL>,Male,<=50K
20,<NULL>,Never-married,Own-child,<NULL>,<NULL>
33,<NULL>,Married-civ-spouse,<NULL>,Female,<NULL>
23,<NULL>,Never-married,Not-in-family,Male,<NULL>
<NULL>,Masters,Divorced,Not-in-family,<NULL>,<=50K
38,HS-grad,Married-civ-spouse,Husband,Male,<=50K
54,HS-grad,Divorced,Not-in-family,Male,<=50K
46,5th-6th,Divorced,Not-in-family,Female,<=50K
25,Some-college,<NULL>,<NULL>,Male,<=50K
46,Some-college,Divorced,Not-in-family,<NULL>,<=50K
36,<NULL>,Married-civ-spouse,Wife,<NULL>,<=50K
23,<NULL>,Never-married,Not-in-family,<NULL>,<NULL>
29,<NULL>,<NULL>,Not-in-family,<NULL>,<=50K
44,Some-college,Married-civ-spouse,<NULL>,Female,<NULL>
19,Some-college,<NULL>,Own-child,<NULL>,<NULL>
19,<NULL>,<NULL>,Other-relative,Female,<NULL>
35,HS-grad,Married-civ-spouse,<NULL>,Female,>50K
27,Bachelors,<NULL>,<NULL>,Male,<=50K
46,Assoc-acdm,Separated,Not-in-family,<NULL>,<NULL>
34,Bachelors,<NULL>,Husband,<NULL>,<NULL>
34,HS-grad,Never-married,Not-in-family,<NULL>,<=50K
44,<NULL>,Married-civ-spouse,<NULL>,Male,<=50K
45,<NULL>,Divorced,Unmarried,<NULL>,<NULL>
20,HS-grad,Never-married,Other-relative,Female,<NULL>
<NULL>,Bachelors,Married-civ-spouse,Husband,Male,>50K
52,<NULL>,Married-civ-spouse,Husband,Male,>50K
20,<NULL>,Never-married,Own-child,Male,<=50K
28,Some-college,Never-married,Not-in-family,Female,<NULL>
50,Bachelors,<NULL>,Husband,<NULL>,>50K
34,<NULL>,Divorced,Not-in-family,Female,<=50K
28,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
41,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
28,HS-grad,Married-civ-spouse,<NULL>,Male,<NULL>
46,HS-grad,Married-civ-spouse,Husband,Male,<=50K
28,<NULL>,Married-civ-spouse,<NULL>,<NULL>,<NULL>
32,Some-college,Married-civ-spouse,<NULL>,Male,<NULL>
41,<NULL>,<NULL>,Not-in-family,Female,<=50K
24,HS-grad,Never-married,Unmarried,Female,<NULL>
33,Some-college,<NULL>,Unmarried,<NULL>,<NULL>
46,Doctorate,Married-civ-spouse,Husband,Male,<NULL>
31,<NULL>,Married-civ-spouse,<NULL>,<NULL>,<NULL>
35,12th,<NULL>,<NULL>,<NULL>,>50K
52,1st-4th,Married-civ-spouse,Husband,Male,<NULL>
<NULL>,11th,Never-married,Own-child,Female,<NULL>
34,11th,Separated,Not-in-family,Male,<NULL>
34,HS-grad,Divorced,Unmarried,Female,<NULL>
20,Some-college,Married-civ-spouse,Husband,Male,<=50K
17,11th,Never-married,Own-child,Male,<=50K
32,Bachelors,Married-civ-spouse,<NULL>,Female,<NULL>
29,HS-grad,Divorced,Not-in-family,Male,<=50K
33,10th,Never-married,Unmarried,<NULL>,<=50K
25,HS-grad,Married-civ-spouse,<NULL>,<NULL>,<=50K
36,<NULL>,Never-married,Not-in-family,Male,<NULL>
<NULL>,<NULL>,<NULL>,<NULL>,Male,<=50K
63,HS-grad,Married-civ-spouse,Husband,<NULL>,>50K
47,Masters,Married-civ-spouse,Husband,<NULL>,<NULL>
80,<NULL>,Widowed,Not-in-family,<NULL>,<NULL>
17,11th,Never-married,Own-child,Male,<NULL>
40,Bachelors,Married-spouse-absent,Not-in-family,<NULL>,<NULL>
30,Assoc-acdm,<NULL>,Wife,<NULL>,>50K
27,Some-college,<NULL>,Own-child,<NULL>,<NULL>
33,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
34,<NULL>,Never-married,Not-in-family,Male,<=50K
34,<NULL>,Never-married,<NULL>,Female,<=50K
23,Some-college,Married-civ-spouse,Husband,<NULL>,<NULL>
42,Some-college,Married-civ-spouse,Wife,<NULL>,<=50K
29,Bachelors,Never-married,Not-in-family,Male,<NULL>
45,HS-grad,Divorced,Not-in-family,Female,<NULL>
24,HS-grad,Never-married,<NULL>,<NULL>,<NULL>
44,Some-college,Married-civ-spouse,Husband,Male,<NULL>
27,<NULL>,Never-married,Other-relative,Male,<NULL>
20,<NULL>,Never-married,<NULL>,<NULL>,<=50K
44,<NULL>,Widowed,Unmarried,Female,<NULL>
51,HS-grad,Married-civ-spouse,<NULL>,Male,<NULL>
20,<NULL>,Married-civ-spouse,<NULL>,<NULL>,<NULL>
17,11th,Never-married,Own-child,Female,<NULL>
<NULL>,HS-grad,Never-married,Own-child,<NULL>,<NULL>
45,Some-college,Married-civ-spouse,Husband,Male,>50K
60,HS-grad,Married-civ-spouse,Husband,<NULL>,>50K
42,<NULL>,<NULL>,Husband,Male,<NULL>
44,<NULL>,Married-civ-spouse,Wife,<NULL>,<NULL>
40,Assoc-voc,Married-civ-spouse,Husband,<NULL>,>50K
30,HS-grad,Married-civ-spouse,Wife,Female,<=50K
<NULL>,Some-college,Married-civ-spouse,Husband,<NULL>,<=50K
23,HS-grad,Married-civ-spouse,Husband,<NULL>,<NULL>
32,Some-college,Married-civ-spouse,Husband,<NULL>,<=50K
44,Assoc-acdm,Never-married,<NULL>,<NULL>,<NULL>
