age,education,marital-status,relationship,sex,income
40.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
<NULL>,<NULL>,<NULL>, Husband, Male,<NULL>
18.0, 11th, Never-married, Own-child,<NULL>, <=50K
31.0, 7th-8th,<NULL>, Husband, Male,<NULL>
18.0,<NULL>, Never-married, Not-in-family,<NULL>, <=50K
52.0, Bachelors, Married-civ-spouse,<NULL>, Male, <=50K
46.0, HS-grad,<NULL>, Wife,<NULL>,<NULL>
59.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
44.0,<NULL>, Divorced, Not-in-family, Female, >50K
53.0, HS-grad,<NULL>, Own-child, Female, <=50K
49.0, HS-grad, Married-civ-spouse, Husband, Male, >50K
<NULL>,<NULL>, Married-civ-spouse,<NULL>, Male, <=50K
30.0, 9th, Never-married, Not-in-family, Male,<NULL>
43.0, Doctorate, Never-married,<NULL>,<NULL>,<NULL>
57.0, Assoc-voc, Married-civ-spouse, Husband,<NULL>, <=50K
37.0, Some-college, Divorced, Unmarried,<NULL>, <=50K
28.0,<NULL>, Divorced, Unmarried,<NULL>, <=50K
30.0, HS-grad, Married-civ-spouse, Wife, Female, <=50K
<NULL>, Bachelors, Married-civ-spouse,<NULL>, Male, >50K
29.0,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
48.0, Doctorate,<NULL>,<NULL>, Male, >50K
37.0, Some-college,<NULL>, Husband,<NULL>, >50K
48.0,<NULL>,<NULL>, Unmarried,<NULL>, <=50K
32.0, HS-grad, Never-married, Own-child,<NULL>, <=50K
76.0, Masters, Married-civ-spouse, Husband, Male,<NULL>
<NULL>,<NULL>, Married-civ-spouse, Husband, Male, >50K
47.0, Masters, Never-married, Not-in-family,<NULL>,<NULL>
<NULL>, Some-college, Never-married, Own-child,<NULL>, <=50K
29.0, HS-grad, Never-married, Not-in-family,<NULL>, <=50K
32.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
17.0, 10th, Never-married,<NULL>,<NULL>,<NULL>
<NULL>, 11th, Never-married,<NULL>, Male, <=50K
31.0, HS-grad,<NULL>, Not-in-family,<NULL>, <=50K
42.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
<NULL>, Bachelors,<NULL>, Other-relative,<NULL>,<NULL>
38.0, Prof-school,<NULL>, Husband,<NULL>,<NULL>
<NULL>, HS-grad,<NULL>, Husband, Male, >50K
28.0, Some-college, Married-civ-spouse, Wife,<NULL>, <=50K
36.0, HS-grad, Never-married, Own-child, Female, <=50K
53.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
56.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>, <=50K
<NULL>,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
<NULL>, Some-college,<NULL>,<NULL>,<NULL>,<NULL>
22.0,<NULL>, Never-married, Not-in-family, Male,<NULL>
21.0, Some-college, Never-married, Own-child,<NULL>, <=50K
40.0, Bachelors, Married-civ-spouse, Husband, Male, <=50K
30.0, Bachelors, Never-married, Own-child,<NULL>, <=50K
29.0, Bachelors, Married-civ-spouse, Husband, Male, >50K
19.0, Some-college, Never-married, Own-child, Male,<NULL>
47.0, Bachelors,<NULL>, Wife, Female, >50K
20.0, Some-college, Never-married,<NULL>, Female, <=50K
31.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
35.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
39.0,<NULL>,<NULL>, Not-in-family,<NULL>,<NULL>
28.0,<NULL>, Never-married, Not-in-family, Female, <=50K
24.0, HS-grad, Never-married, Not-in-family, Female,<NULL>
38.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>,<NULL>
<NULL>, Bachelors, Married-civ-spouse,<NULL>,<NULL>,<NULL>
46.0, Assoc-acdm, Divorced,<NULL>,<NULL>,<NULL>
38.0, Masters,<NULL>,<NULL>,<NULL>,<NULL>
43.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
<NULL>, Assoc-voc,<NULL>, Wife,<NULL>, <=50K
20.0, Some-college, Never-married, Own-child,<NULL>,<NULL>
49.0, Some-college, Married-civ-spouse, Husband, Male,<NULL>
61.0, HS-grad, Married-civ-spouse,<NULL>, Male,<NULL>
27.0, Some-college,<NULL>,<NULL>, Female, <=50K
19.0,<NULL>, Never-married, Own-child, Male,<NULL>
45.0, Assoc-voc, Never-married, Not-in-family,<NULL>,<NULL>
70.0, Some-college, Never-married,<NULL>,<NULL>,<NULL>
31.0, HS-grad, Never-married, Unmarried,<NULL>, <=50K
22.0,<NULL>,<NULL>, Husband,<NULL>, <=50K
36.0,<NULL>,<NULL>,<NULL>,<NULL>, <=50K
64.0, 11th,<NULL>, Husband,<NULL>, <=50K
43.0,<NULL>, Divorced, Not-in-family,<NULL>,<NULL>
47.0, Some-college, Divorced, Unmarried, Female, <=50K
34.0, HS-grad, Never-married, Not-in-family, Female,<NULL>
33.0,<NULL>, Never-married, Other-relative, Female, <=50K
21.0,<NULL>, Never-married, Own-child, Male, <=50K
52.0, HS-grad,<NULL>, Not-in-family,<NULL>,<NULL>
48.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
23.0,<NULL>, Never-married,<NULL>,<NULL>,<NULL>
71.0,<NULL>, Separated, Unmarried,<NULL>, <=50K
29.0, HS-grad, Divorced,<NULL>,<NULL>, <=50K
42.0,<NULL>, Separated, Other-relative, Male, <=50K
<NULL>,<NULL>, Divorced,<NULL>, Female,<NULL>
25.0, HS-grad, Never-married,<NULL>, Female,<NULL>
44.0, Masters, Divorced, Unmarried,<NULL>,<NULL>
<NULL>, HS-grad,<NULL>, Not-in-family, Female, <=50K
45.0,<NULL>, Married-civ-spouse, Husband,<NULL>, >50K
36.0, Some-college,<NULL>, Unmarried,<NULL>, <=50K
39.0, Assoc-acdm, Never-married, Not-in-family, Male, <=50K
46.0, Masters, Widowed, Unmarried,<NULL>, <=50K
18.0,<NULL>,<NULL>, Own-child,<NULL>, <=50K
66.0,<NULL>, Widowed, Not-in-family,<NULL>, <=50K
27.0,<NULL>, Never-married, Not-in-family, Male, <=50K
28.0, HS-grad,<NULL>, Husband, Male, <=50K
51.0, Some-college, Married-civ-spouse, Husband,<NULL>, >50K
27.0,<NULL>,<NULL>, Not-in-family,<NULL>,<NULL>
28.0, Bachelors, Married-civ-spouse, Husband, Male,<NULL>
27.0, HS-grad, Married-spouse-absent, Unmarried,<NULL>,<NULL>
21.0,<NULL>, Never-married, Own-child,<NULL>,<NULL>
34.0, HS-grad, Never-married,<NULL>,<NULL>,<NULL>
18.0, HS-grad, Never-married, Own-child,<NULL>, <=50K
33.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
44.0, Some-college,<NULL>, Husband, Male,<NULL>
43.0, Some-college, Divorced, Not-in-family, Female,<NULL>
30.0, Some-college, Never-married, Not-in-family, Male, <=50K
40.0, 7th-8th, Married-civ-spouse, Husband,<NULL>, >50K
<NULL>, Some-college, Married-civ-spouse,<NULL>, Male, >50K
<NULL>, HS-grad, Married-civ-spouse, Husband, Male, <=50K
41.0, Bachelors, Divorced, Not-in-family,<NULL>,<NULL>
53.0, Bachelors, Divorced, Not-in-family, Female,<NULL>
31.0,<NULL>,<NULL>, Wife,<NULL>, <=50K
58.0, Doctorate, Married-civ-spouse, Husband, Male, >50K
38.0, Some-college,<NULL>, Not-in-family, Female,<NULL>
24.0, Some-college, Married-civ-spouse, Husband,<NULL>, <=50K
<NULL>,<NULL>, Married-civ-spouse, Husband, Male, <=50K
47.0, Some-college, Married-civ-spouse, Husband, Male, <=50K
<NULL>,<NULL>, Married-civ-spouse, Husband,<NULL>, <=50K
23.0, 5th-6th, Married-civ-spouse, Other-relative,<NULL>,<NULL>
36.0, Some-college,<NULL>, Not-in-family, Male,<NULL>
<NULL>, Masters, Never-married, Not-in-family, Female, >50K
35.0, Masters,<NULL>, Other-relative, Male, >50K
24.0,<NULL>, Never-married, Not-in-family,<NULL>, <=50K
26.0, Masters,<NULL>, Not-in-family, Female, <=50K
19.0, HS-grad, Never-married,<NULL>,<NULL>, <=50K
51.0, Bachelors, Married-civ-spouse, Husband, Male,<NULL>
42.0,<NULL>,<NULL>,<NULL>, Female, <=50K
37.0,<NULL>, Divorced, Unmarried,<NULL>,<NULL>
18.0,<NULL>,<NULL>,<NULL>, Female, <=50K
36.0, Bachelors, Married-civ-spouse, Husband,<NULL>, >50K
35.0, HS-grad,<NULL>,<NULL>, Male, <=50K
<NULL>,<NULL>, Married-civ-spouse, Wife, Female, >50K
17.0, 11th,<NULL>, Own-child, Female,<NULL>
44.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>, <=50K
37.0, HS-grad,<NULL>, Husband, Male, >50K
35.0,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
60.0, HS-grad, Married-civ-spouse, Husband,<NULL>, <=50K
54.0, 7th-8th, Married-civ-spouse, Husband, Male, >50K
37.0,<NULL>, Never-married, Not-in-family, Male, >50K
50.0,<NULL>,<NULL>, Not-in-family,<NULL>,<NULL>
38.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
45.0, Bachelors, Married-civ-spouse, Husband,<NULL>, <=50K
25.0, 10th, Never-married,<NULL>, Male, <=50K
<NULL>,<NULL>, Married-civ-spouse, Husband,<NULL>, <=50K
64.0, 1st-4th, Divorced, Not-in-family,<NULL>, <=50K
90.0, HS-grad, Never-married, Not-in-family, Male, <=50K
54.0, HS-grad, Married-civ-spouse, Husband, Male, <=50K
53.0, Preschool, Never-married, Not-in-family,<NULL>,<NULL>
18.0,<NULL>, Never-married, Own-child, Female, <=50K
60.0, 10th, Divorced, Not-in-family, Female, <=50K
66.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
75.0,<NULL>,<NULL>, Not-in-family, Female,<NULL>
65.0,<NULL>, Divorced,<NULL>, Female, <=50K
35.0, 11th, Separated, Not-in-family,<NULL>,<NULL>
41.0, HS-grad, Divorced, Unmarried, Female,<NULL>
25.0, Some-college, Never-married, Not-in-family,<NULL>, <=50K
33.0, Some-college, Divorced, Other-relative,<NULL>, <=50K
28.0,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
59.0, HS-grad,<NULL>, Husband, Male,<NULL>
40.0, Some-college,<NULL>,<NULL>,<NULL>, <=50K
41.0,<NULL>, Married-civ-spouse,<NULL>, Male,<NULL>
38.0, Masters, Married-civ-spouse, Husband, Male, >50K
23.0,<NULL>, Never-married, Own-child, Male,<NULL>
40.0, Bachelors, Married-civ-spouse, Husband,<NULL>, >50K
<NULL>, HS-grad, Married-civ-spouse, Wife,<NULL>, <=50K
<NULL>, Assoc-acdm, Married-civ-spouse, Husband,<NULL>,<NULL>
20.0,<NULL>, Never-married, Own-child, Male,<NULL>
38.0, Some-college, Divorced, Not-in-family,<NULL>, <=50K
56.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
58.0,<NULL>, Married-civ-spouse, Husband, Male, >50K
32.0, HS-grad, Never-married,<NULL>, Female,<NULL>
40.0,<NULL>, Married-civ-spouse, Husband, Male, >50K
45.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>,<NULL>
41.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>, >50K
42.0, Bachelors, Married-civ-spouse,<NULL>,<NULL>,<NULL>
59.0,<NULL>, Widowed, Unmarried,<NULL>, <=50K
19.0, Some-college, Never-married, Own-child, Male, <=50K
58.0, Some-college, Never-married, Not-in-family, Male,<NULL>
42.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>,<NULL>
20.0, HS-grad, Never-married, Own-child,<NULL>,<NULL>
32.0, HS-grad,<NULL>, Not-in-family,<NULL>, <=50K
45.0, Assoc-voc, Widowed,<NULL>, Female, <=50K
50.0, 7th-8th,<NULL>, Not-in-family,<NULL>,<NULL>
36.0, Bachelors, Divorced, Own-child, Female, <=50K
45.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
17.0, 11th, Never-married, Own-child,<NULL>,<NULL>
59.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
<NULL>,<NULL>, Married-civ-spouse,<NULL>, Male,<NULL>
37.0, Some-college,<NULL>, Husband, Male,<NULL>
19.0,<NULL>, Never-married, Own-child, Male, <=50K
<NULL>,<NULL>, Married-civ-spouse,<NULL>,<NULL>,<NULL>
33.0, Bachelors, Never-married, Not-in-family,<NULL>,<NULL>
33.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>, >50K
61.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
17.0, 9th, Never-married, Own-child, Male, <=50K
50.0, Masters, Married-civ-spouse, Husband,<NULL>,<NULL>
27.0, Masters,<NULL>,<NULL>,<NULL>, <=50K
30.0, HS-grad,<NULL>, Own-child, Female,<NULL>
43.0,<NULL>,<NULL>, Husband,<NULL>, <=50K
<NULL>, Some-college, Married-civ-spouse, Husband, Male, >50K
35.0,<NULL>, Never-married, Not-in-family, Female,<NULL>
25.0, Some-college, Never-married, Own-child, Female,<NULL>
24.0, Some-college, Married-civ-spouse, Wife,<NULL>, >50K
22.0,<NULL>, Never-married, Not-in-family,<NULL>, <=50K
42.0, Some-college, Married-civ-spouse,<NULL>, Male, >50K
34.0, Assoc-acdm, Divorced, Unmarried,<NULL>,<NULL>
60.0, Bachelors, Divorced, Not-in-family,<NULL>,<NULL>
21.0, HS-grad, Never-married, Own-child,<NULL>,<NULL>
57.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
41.0, Prof-school, Married-civ-spouse, Husband,<NULL>, >50K
50.0, Some-college, Divorced, Not-in-family, Male, <=50K
25.0, Bachelors,<NULL>, Not-in-family,<NULL>,<NULL>
50.0, 7th-8th, Married-civ-spouse, Husband, Male, <=50K
36.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
31.0, HS-grad, Divorced, Not-in-family,<NULL>,<NULL>
29.0, Bachelors, Never-married, Not-in-family,<NULL>,<NULL>
<NULL>, Some-college, Never-married,<NULL>,<NULL>, <=50K
27.0, Bachelors,<NULL>, Unmarried,<NULL>,<NULL>
65.0, HS-grad,<NULL>, Husband, Male,<NULL>
37.0,<NULL>, Divorced, Not-in-family, Female, <=50K
39.0, Masters, Married-civ-spouse, Wife,<NULL>, <=50K
24.0, HS-grad, Never-married, Own-child, Male, <=50K
38.0,<NULL>,<NULL>, Not-in-family, Male,<NULL>
48.0, Bachelors, Married-civ-spouse, Husband,<NULL>,<NULL>
21.0, Some-college, Never-married, Not-in-family,<NULL>, <=50K
<NULL>,<NULL>, Married-civ-spouse, Husband, Male, >50K
55.0, HS-grad, Married-civ-spouse, Husband, Male, >50K
24.0, Some-college, Married-civ-spouse, Wife, Female, <=50K
43.0, HS-grad, Divorced, Not-in-family, Female, <=50K
26.0,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
46.0, Assoc-acdm, Never-married, Not-in-family, Female, <=50K
<NULL>,<NULL>,<NULL>, Husband,<NULL>,<NULL>
41.0, Some-college, Married-civ-spouse,<NULL>, Male,<NULL>
26.0, Bachelors, Never-married, Not-in-family,<NULL>, <=50K
34.0, Masters, Married-civ-spouse, Husband, Male, >50K
19.0, Some-college, Never-married, Own-child, Female,<NULL>
36.0, Bachelors, Divorced, Not-in-family, Female,<NULL>
22.0,<NULL>, Never-married,<NULL>, Male,<NULL>
24.0,<NULL>, Never-married,<NULL>, Male, <=50K
77.0, Some-college, Married-civ-spouse, Husband, Male, <=50K
22.0, 5th-6th,<NULL>, Other-relative, Female,<NULL>
29.0, Some-college, Never-married,<NULL>, Female, <=50K
62.0,<NULL>, Widowed, Not-in-family, Female, <=50K
39.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
43.0, Some-college,<NULL>, Husband,<NULL>,<NULL>
35.0, HS-grad, Divorced, Not-in-family, Male,<NULL>
29.0, 11th, Never-married,<NULL>,<NULL>,<NULL>
76.0, Masters, Married-civ-spouse, Husband, Male,<NULL>
63.0,<NULL>,<NULL>, Husband,<NULL>,<NULL>
23.0, Assoc-voc, Never-married, Own-child, Female, <=50K
43.0, Some-college, Married-civ-spouse, Wife, Female,<NULL>
58.0, HS-grad, Married-civ-spouse, Husband, Male, <=50K
66.0,<NULL>,<NULL>, Not-in-family,<NULL>, <=50K
41.0,<NULL>, Never-married, Not-in-family,<NULL>, <=50K
26.0, Bachelors, Never-married,<NULL>,<NULL>,<NULL>
47.0, Assoc-voc, Never-married, Not-in-family, Male, <=50K
55.0, 10th, Married-civ-spouse, Husband,<NULL>,<NULL>
53.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
17.0,<NULL>, Never-married, Other-relative, Male, <=50K
30.0,<NULL>, Never-married, Other-relative,<NULL>, <=50K
49.0,<NULL>, Never-married, Not-in-family, Male, <=50K
19.0, HS-grad,<NULL>,<NULL>, Male, <=50K
45.0,<NULL>, Married-civ-spouse,<NULL>, Male,<NULL>
26.0, Assoc-acdm,<NULL>, Not-in-family,<NULL>,<NULL>
38.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
36.0, HS-grad, Married-civ-spouse, Husband,<NULL>, >50K
33.0, HS-grad, Never-married, Not-in-family, Male, <=50K
22.0, Some-college,<NULL>,<NULL>, Female, <=50K
43.0,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
67.0, 11th, Married-civ-spouse, Husband, Male,<NULL>
30.0, Assoc-voc, Divorced, Unmarried,<NULL>, <=50K
56.0, Assoc-acdm, Married-spouse-absent,<NULL>, Male,<NULL>
31.0, Bachelors, Never-married, Own-child, Male, <=50K
33.0, Bachelors,<NULL>, Husband, Male, >50K
26.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
33.0,<NULL>,<NULL>, Husband, Male, >50K
46.0, 11th, Married-civ-spouse, Husband,<NULL>,<NULL>
59.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>, >50K
38.0, HS-grad,<NULL>,<NULL>,<NULL>, >50K
65.0,<NULL>, Widowed, Unmarried, Male, <=50K
40.0, Assoc-voc, Married-civ-spouse, Husband, Male,<NULL>
42.0, HS-grad,<NULL>, Wife, Female,<NULL>
26.0, 9th,<NULL>, Husband,<NULL>,<NULL>
36.0, 10th, Married-civ-spouse, Wife, Female,<NULL>
62.0,<NULL>,<NULL>, Husband, Male,<NULL>
43.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
43.0, Bachelors,<NULL>, Not-in-family, Male, >50K
22.0, HS-grad, Married-spouse-absent, Not-in-family, Male, <=50K
28.0,<NULL>, Married-civ-spouse,<NULL>, Male, <=50K
56.0,<NULL>, Married-civ-spouse, Husband,<NULL>, <=50K
22.0,<NULL>,<NULL>, Not-in-family, Female, <=50K
<NULL>, Bachelors,<NULL>,<NULL>, Female,<NULL>
39.0,<NULL>, Divorced, Unmarried, Female, <=50K
26.0,<NULL>, Never-married,<NULL>,<NULL>, <=50K
17.0, 11th, Never-married, Own-child, Male, <=50K
40.0, Assoc-voc, Married-civ-spouse, Husband, Male,<NULL>
45.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
44.0, HS-grad, Never-married,<NULL>, Male, <=50K
20.0,<NULL>, Never-married, Own-child,<NULL>,<NULL>
33.0,<NULL>, Married-civ-spouse,<NULL>, Female,<NULL>
23.0,<NULL>, Never-married, Not-in-family, Male,<NULL>
<NULL>, Masters, Divorced, Not-in-family,<NULL>, <=50K
38.0, HS-grad, Married-civ-spouse, Husband, Male, <=50K
54.0, HS-grad, Divorced, Not-in-family, Male, <=50K
46.0, 5th-6th, Divorced, Not-in-family, Female, <=50K
25.0, Some-college,<NULL>,<NULL>, Male, <=50K
46.0, Some-college, Divorced, Not-in-family,<NULL>, <=50K
36.0,<NULL>, Married-civ-spouse, Wife,<NULL>, <=50K
23.0,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
29.0,<NULL>,<NULL>, Not-in-family,<NULL>, <=50K
44.0, Some-college, Married-civ-spouse,<NULL>, Female,<NULL>
19.0, Some-college,<NULL>, Own-child,<NULL>,<NULL>
19.0,<NULL>,<NULL>, Other-relative, Female,<NULL>
35.0, HS-grad, Married-civ-spouse,<NULL>, Female, >50K
27.0, Bachelors,<NULL>,<NULL>, Male, <=50K
46.0, Assoc-acdm, Separated, Not-in-family,<NULL>,<NULL>
34.0, Bachelors,<NULL>, Husband,<NULL>,<NULL>
34.0, HS-grad, Never-married, Not-in-family,<NULL>, <=50K
44.0,<NULL>, Married-civ-spouse,<NULL>, Male, <=50K
45.0,<NULL>, Divorced, Unmarried,<NULL>,<NULL>
20.0, HS-grad, Never-married, Other-relative, Female,<NULL>
<NULL>, Bachelors, Married-civ-spouse, Husband, Male, >50K
52.0,<NULL>, Married-civ-spouse, Husband, Male, >50K
20.0,<NULL>, Never-married, Own-child, Male, <=50K
28.0, Some-college, Never-married, Not-in-family, Female,<NULL>
50.0, Bachelors,<NULL>, Husband,<NULL>, >50K
34.0,<NULL>, Divorced, Not-in-family, Female, <=50K
28.0,<NULL>, Married-civ-spouse, Husband,<NULL>,<NULL>
41.0,<NULL>, Married-civ-spouse, Husband,<NULL>,<NULL>
28.0, HS-grad, Married-civ-spouse,<NULL>, Male,<NULL>
46.0, HS-grad, Married-civ-spouse, Husband, Male, <=50K
28.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>,<NULL>
32.0, Some-college, Married-civ-spouse,<NULL>, Male,<NULL>
41.0,<NULL>,<NULL>, Not-in-family, Female, <=50K
24.0, HS-grad, Never-married, Unmarried, Female,<NULL>
33.0, Some-college,<NULL>, Unmarried,<NULL>,<NULL>
46.0, Doctorate, Married-civ-spouse, Husband, Male,<NULL>
31.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>,<NULL>
35.0, 12th,<NULL>,<NULL>,<NULL>, >50K
52.0, 1st-4th, Married-civ-spouse, Husband, Male,<NULL>
<NULL>, 11th, Never-married, Own-child, Female,<NULL>
34.0, 11th, Separated, Not-in-family, Male,<NULL>
34.0, HS-grad, Divorced, Unmarried, Female,<NULL>
20.0, Some-college, Married-civ-spouse, Husband, Male, <=50K
17.0, 11th, Never-married, Own-child, Male, <=50K
32.0, Bachelors, Married-civ-spouse,<NULL>, Female,<NULL>
29.0, HS-grad, Divorced, Not-in-family, Male, <=50K
33.0, 10th, Never-married, Unmarried,<NULL>, <=50K
25.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>, <=50K
36.0,<NULL>, Never-married, Not-in-family, Male,<NULL>
<NULL>,<NULL>,<NULL>,<NULL>, Male, <=50K
63.0, HS-grad, Married-civ-spouse, Husband,<NULL>, >50K
47.0, Masters, Married-civ-spouse, Husband,<NULL>,<NULL>
80.0,<NULL>, Widowed, Not-in-family,<NULL>,<NULL>
17.0, 11th, Never-married, Own-child, Male,<NULL>
40.0, Bachelors, Married-spouse-absent, Not-in-family,<NULL>,<NULL>
30.0, Assoc-acdm,<NULL>, Wife,<NULL>, >50K
